category,name,url,price,rating,reviews_count,image_url,description,brand,color,laptop_type,processor_brand,processor_model,ram_gb,ram_type,gpu_brand,gpu_model,has_dedicated_gpu,storage_gb,storage_type,screen_size,display_type,touchscreen,weight_kg,battery_whr,os,good_for_gaming,good_for_video_editing,good_for_programming,good_for_students,good_for_business
laptop,Apple MacBook Air M4 - (16 GB/512 GB SSD/macOS Sequoia) MC7C4HN/A,https://www.flipkart.com/apple-macbook-air-m4-16-gb-512-gb-ssd-macos-sequoia-mc7c4hn-a/p/itmdb7ee0ce0e128?pid=COMH9ZWQ389TVPJG&lid=LSTCOMH9ZWQ389TVPJGO1QM12&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_10_230&otracker=browse&fm=organic&iid=b5958920-3b7c-474f-9536-4cba543faedb.COMH9ZWQ389TVPJG.SEARCH&ppt=None&ppn=None&ssid=kbj42vwkhc0000001764345695330,135299,5,0,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/c/o/7/-original-imahayjpsngfg4uf.jpeg?q=70,"Apple MacBook Air M4 - (16 GB/512 GB SSD/macOS Sequoia) MC7C4HN/A. powered by Apple M4. 16GB Unified Memory RAM. 512.0GB SSD. 15.3"" Retina display. weighs 1.51kg. running macOS Sequoia.",Apple,Sky Blue,Thin and Light Laptop,Apple,M4,16,Unified Memory,,,FALSE,512,SSD,15.3,Retina,FALSE,1.51,,macOS Sequoia,FALSE,FALSE,TRUE,TRUE,TRUE
laptop,ASUS Vivobook Go 15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ130WS | ...,https://www.flipkart.com/asus-vivobook-go-15-amd-ryzen-3-quad-core-7320u-8-gb-512-gb-ssd-windows-11-home-e1504fa-nj130ws-e1504fa-bq2322ws-thin-light-laptop/p/itm9af4f3b5de2ff?pid=COMH94992SQ8HYGZ&lid=LSTCOMH94992SQ8HYGZMHVF97&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_10_231&otracker=browse&fm=organic&iid=en_oNDGDyp9qZvJPpUcJ1u3FyzM4za__ZKEhET68cquO54rBM8i2O2OWfXLV-GNWU2_4s37nkXtPpbgFELKp_SOVvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=kbj42vwkhc0000001764345695330,30990,4.3,94,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/m/y/o/-original-imahg5fxjta7gns7.jpeg?q=70,"ASUS Vivobook Go 15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ130WS | .... powered by AMD Ryzen 3. 8GB LPDDR5 RAM. 512.0GB SSD. AMD Radeon Amd graphics. 15.6"" Full HD display. weighs 1.63kg. running Windows 11 Home.",ASUS,Mixed Black,Thin and Light Laptop,AMD,Ryzen 3,8,LPDDR5,AMD,Radeon Amd,TRUE,512,SSD,15.6,Full HD,FALSE,1.63,,Windows 11 Home,TRUE,FALSE,FALSE,TRUE,TRUE
laptop,ASUS Vivobook Go 15 AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ132WS | ...,https://www.flipkart.com/asus-vivobook-go-15-amd-ryzen-5-quad-core-7520u-8-gb-512-gb-ssd-windows-11-home-e1504fa-nj132ws-e1504fa-nj521ws-thin-light-laptop/p/itm657eb80ea799a?pid=COMH9499JNGDGTZ5&lid=LSTCOMH9499JNGDGTZ5WJGUDN&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_10_232&otracker=browse&fm=organic&iid=en_oNDGDyp9qZvJPpUcJ1u3FyzM4za__ZKEhET68cquO576GEApT_aTS9NZ70cRy9ghUWkoD2J2j_YaEn3NUrRsVPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=kbj42vwkhc0000001764345695330,36990,4.2,49,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/k/b/i/-original-imahg53xeuxqm6bv.jpeg?q=70,"ASUS Vivobook Go 15 AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ132WS | .... powered by AMD Ryzen 5. 8GB LPDDR5 RAM. 512.0GB SSD. AMD Radeon Amd graphics. 15.6"" Full HD display. weighs 1.63kg. running Windows 11 Home.",ASUS,Cool Silver,Thin and Light Laptop,AMD,Ryzen 5,8,LPDDR5,AMD,Radeon Amd,TRUE,512,SSD,15.6,Full HD,FALSE,1.63,,Windows 11 Home,TRUE,FALSE,FALSE,TRUE,TRUE
laptop,Lenovo LOQ AMD Ryzen 7 Octa Core 7435HS - (24 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeFor...,https://www.flipkart.com/lenovo-loq-amd-ryzen-7-octa-core-7435hs-24-gb-512-gb-ssd-windows-11-home-8-graphics-nvidia-geforce-rtx-4060-15arp9-gaming-laptop/p/itmd3fbbdced2d6b?pid=COMHFYZ3ZSHR7J5F&lid=LSTCOMHFYZ3ZSHR7J5FVLRZ5E&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_10_233&otracker=browse&fm=organic&iid=b5958920-3b7c-474f-9536-4cba543faedb.COMHFYZ3ZSHR7J5F.SEARCH&ppt=None&ppn=None&ssid=kbj42vwkhc0000001764345695330,92490,4.5,27,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/y/o/o/-original-imahg5fxrbu8t8hg.jpeg?q=70,"Lenovo LOQ AMD Ryzen 7 Octa Core 7435HS - (24 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeFor.... powered by AMD Ryzen 7. 24GB DDR5 RAM. 512.0GB SSD. NVIDIA RTX 4060 graphics. 15.6"" IPS display. weighs 2.38kg. running Windows 11 Home.",Lenovo,Luna Grey,Gaming Laptop,AMD,Ryzen 7,24,DDR5,NVIDIA,RTX 4060,TRUE,512,SSD,15.6,IPS,FALSE,2.38,,Windows 11 Home,TRUE,TRUE,TRUE,TRUE,FALSE
laptop,Lenovo LOQ Essential Intel Core i5 12th Gen 12450HX - (12 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/...,https://www.flipkart.com/lenovo-loq-essential-intel-core-i5-12th-gen-12450hx-12-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-83lk0031in-gaming-laptop/p/itm1cdd4eae72dec?pid=COMHA9FKFNFRS7MC&lid=LSTCOMHA9FKFNFRS7MCKHDARE&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_10_234&otracker=browse&fm=organic&iid=b5958920-3b7c-474f-9536-4cba543faedb.COMHA9FKFNFRS7MC.SEARCH&ppt=None&ppn=None&ssid=kbj42vwkhc0000001764345695330,56490,4.2,16,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/p/h/s/-original-imahdyp3mpgmghh3.jpeg?q=70,"Lenovo LOQ Essential Intel Core i5 12th Gen 12450HX - (12 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/.... powered by Intel Core i5. 12GB DDR5 RAM. 512.0GB SSD. NVIDIA RTX 2050 graphics. 15.6"" IPS display. weighs 1.77kg. running Windows 11 Home.",Lenovo,Luna Grey,Gaming Laptop,Intel,Core i5,12,DDR5,NVIDIA,RTX 2050,TRUE,512,SSD,15.6,IPS,FALSE,1.77,,Windows 11 Home,TRUE,FALSE,FALSE,TRUE,TRUE
laptop,"ASUS Vivobook S16 OLED (2025) with Backlit Keyboard, Metal Body*, Qualcomm Snapdragon X - (16 GB/512 G...",https://www.flipkart.com/asus-vivobook-s16-oled-2025-backlit-keyboard-metal-body-qualcomm-snapdragon-x-16-gb-512-gb-ssd-windows-11-home-s3607qa-sh078ws-thin-light-laptop/p/itm252509f1beb81?pid=COMHCQ5EYNZ2HRWW&lid=LSTCOMHCQ5EYNZ2HRWWUYQZ3F&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_10_235&otracker=browse&fm=organic&iid=en_oNDGDyp9qZvJPpUcJ1u3FyzM4za__ZKEhET68cquO55iYdz9AELUW6r5Q5B8nyoFW8cb0MjlVyzUTxFrorRXaKV8WX5krIChubBlraAu4CQ%3D&ppt=None&ppn=None&ssid=kbj42vwkhc0000001764345695330,71990,4.4,51,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/g/4/k/-original-imahfn3geekjdudx.jpeg?q=70,"ASUS Vivobook S16 OLED (2025) with Backlit Keyboard, Metal Body*, Qualcomm Snapdragon X - (16 GB/512 G.... powered by Qualcomm Snapdragon X. 16GB LPDDR5X RAM. 512.0GB SSD. 16.0"" Full HD display. weighs 1.74kg. running Windows 11 Home.",ASUS,Pink,Thin and Light Laptop,Qualcomm,Snapdragon X,16,LPDDR5X,Qualcomm,Adreno,FALSE,512,SSD,16,Full HD,FALSE,1.74,,Windows 11 Home,FALSE,FALSE,TRUE,TRUE,TRUE
laptop,"DELL Inspiron 15 with Backlit Keyboard, Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Ho...",https://www.flipkart.com/dell-inspiron-15-backlit-keyboard-intel-core-i5-13th-gen-1334u-16-gb-512-gb-ssd-windows-11-home-dc15250-thin-light-laptop/p/itm23d84e15561c4?pid=COMHYGBZY5R8UDWQ&lid=LSTCOMHYGBZY5R8UDWQ4HY0FR&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_10_236&otracker=browse&fm=organic&iid=b5958920-3b7c-474f-9536-4cba543faedb.COMHYGBZY5R8UDWQ.SEARCH&ppt=None&ppn=None&ssid=kbj42vwkhc0000001764345695330,51348,4.2,55,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/i/4/s/inspiron-3530-thin-and-light-laptop-dell-original-imahyg9grkcfbnmm.jpeg?q=70,"DELL Inspiron 15 with Backlit Keyboard, Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Ho.... powered by Intel Core i5. 16GB DDR4 RAM. 512.0GB SSD. 15.6"" Full HD display. weighs 1.62kg. running Windows 11 Home.",DELL,Platinum Silver,Thin and Light Laptop,Intel,Core i5,16,DDR4,Intel,Integrated Graphics,FALSE,512,SSD,15.6,Full HD,FALSE,1.62,,Windows 11 Home,FALSE,FALSE,TRUE,TRUE,TRUE
laptop,"ASUS Vivobook S14 Flip (2025) with Office 2024 + M365 Basic*, Backlit Keyboard, Intel Core i5 13th Gen...",https://www.flipkart.com/asus-vivobook-s14-flip-2025-office-2024-m365-basic-backlit-keyboard-intel-core-i5-13th-gen-13420h-16-gb-512-gb-ssd-windows-11-home-tp3402vao-lz612ws-2-1-laptop/p/itme494b3629a714?pid=COMH9SJ9VAJ7ZD99&lid=LSTCOMH9SJ9VAJ7ZD99ZNVNMB&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_10_237&otracker=browse&fm=organic&iid=en_oNDGDyp9qZvJPpUcJ1u3FyzM4za__ZKEhET68cquO57LDpR8ni9tnKB9i4NbC8NQgu1VHW1OrbMooQVsEbPVPQ891ypMzu4_aryI8_sihJ8%3D&ppt=None&ppn=None&ssid=kbj42vwkhc0000001764345695330,63990,4.4,51,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/a/s/e/-original-imahg4ut9hnhkwhg.jpeg?q=70,"ASUS Vivobook S14 Flip (2025) with Office 2024 + M365 Basic*, Backlit Keyboard, Intel Core i5 13th Gen.... powered by Intel Core i5. 16GB DDR4 RAM. 512.0GB SSD. 14.0"" IPS display. weighs 1.65kg. running Windows 11 Home.",ASUS,Transparent Silver,2 in 1 Laptop,Intel,Core i5,16,DDR4,Intel,Integrated Graphics,FALSE,512,SSD,14,IPS,FALSE,1.65,,Windows 11 Home,FALSE,FALSE,TRUE,TRUE,TRUE
laptop,HP 15 Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0576TU / 15-fd0467TU Thin...,https://www.flipkart.com/hp-15-intel-core-i5-13th-gen-1334u-16-gb-512-gb-ssd-windows-11-home-15-fd0576tu-15-fd0467tu-thin-light-laptop/p/itm3d552029526ba?pid=COMH8QXWHJRQKR6P&lid=LSTCOMH8QXWHJRQKR6PW3FWJH&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_10_238&otracker=browse&fm=organic&iid=en_oNDGDyp9qZvJPpUcJ1u3FyzM4za__ZKEhET68cquO57JWeDprY0-bfzH4JOGE6wSOQ4yeMQ7k9OzDYgchIoHfhhTy0lUJ14SzoMSv_CzLF0%3D&ppt=None&ppn=None&ssid=kbj42vwkhc0000001764345695330,54990,4.2,45,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/t/v/8/-original-imahg5fxfpvjasap.jpeg?q=70,"HP 15 Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0576TU / 15-fd0467TU Thin.... powered by Intel Core i5. 16GB DDR4 RAM. 512.0GB SSD. 15.6"" Full HD display. weighs 1.59kg. running Windows 11 Home.",HP,Silver,Thin and Light Laptop,Intel,Core i5,16,DDR4,Intel,Iris Xe,FALSE,512,SSD,15.6,Full HD,FALSE,1.59,,Windows 11 Home,FALSE,FALSE,TRUE,TRUE,TRUE
laptop,"DELL Inspiron 15 with Backlit Keyboard, Intel Core i5 13th Gen 1334U - (8 GB/512 GB SSD/Windows 11 Hom...",https://www.flipkart.com/dell-inspiron-15-backlit-keyboard-intel-core-i5-13th-gen-1334u-8-gb-512-gb-ssd-windows-11-home-3530-thin-light-laptop/p/itm23d84e15561c4?pid=COMHYGBZZNWXZXZE&lid=LSTCOMHYGBZZNWXZXZEQVQEDG&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_10_239&otracker=browse&fm=organic&iid=b5958920-3b7c-474f-9536-4cba543faedb.COMHYGBZZNWXZXZE.SEARCH&ppt=None&ppn=None&ssid=kbj42vwkhc0000001764345695330,48636,4.2,55,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/l/y/r/inspiron-3530-thin-and-light-laptop-dell-original-imahyjjhdgjafest.jpeg?q=70,"DELL Inspiron 15 with Backlit Keyboard, Intel Core i5 13th Gen 1334U - (8 GB/512 GB SSD/Windows 11 Hom.... powered by Intel Core i5. 8GB DDR4 RAM. 512.0GB SSD. 15.6"" Full HD display. weighs 1.62kg. running Windows 11 Home.",DELL,Platinum Silver,Thin and Light Laptop,Intel,Core i5,8,DDR4,Intel,Integrated Graphics,FALSE,512,SSD,15.6,Full HD,FALSE,1.62,3,Windows 11 Home,FALSE,FALSE,FALSE,TRUE,TRUE
laptop,ASUS Chromebook Plus Intel Core i3 12th Gen 1215U - (8 GB/128 GB/Chrome OS) CX3402CBA-PQ0173 Chromeboo...,https://www.flipkart.com/asus-chromebook-plus-intel-core-i3-12th-gen-1215u-8-gb-128-gb-chrome-os-cx3402cba-pq0173/p/itm2c81772061ecf?pid=COMGSHM36Y6ZSXCC&lid=LSTCOMGSHM36Y6ZSXCCTLIMM1&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_10_240&otracker=browse&fm=organic&iid=b5958920-3b7c-474f-9536-4cba543faedb.COMGSHM36Y6ZSXCC.SEARCH&ppt=None&ppn=None&ssid=kbj42vwkhc0000001764345695330,37699,4,9,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/t/f/6/-original-imahyur8gffqcyp9.jpeg?q=70,"ASUS Chromebook Plus Intel Core i3 12th Gen 1215U - (8 GB/128 GB/Chrome OS) CX3402CBA-PQ0173 Chromeboo.... powered by Intel Core i3. 8GB LPDDR5 RAM. 14.0"" HD display. weighs 1.44kg. running Chrome.",ASUS,Rock Grey,Chromebook,Intel,Core i3,8,LPDDR5,Intel,Integrated Graphics,FALSE,,,14,HD,FALSE,1.44,,Chrome,FALSE,FALSE,FALSE,FALSE,TRUE
laptop,Samsung Galaxy Book4 Edge Series Copilot AI-PC Full Metal Chasis Qualcomm Snapdragon X - (16 GB/512 GB...,https://www.flipkart.com/samsung-galaxy-book4-edge-series-copilot-ai-pc-full-metal-chasis-qualcomm-snapdragon-x-16-gb-512-gb-ssd-windows-11-home-np750xqb-ka1in-thin-light-laptop/p/itm1d61ec8d90cc7?pid=COMHE4ATFWNVHXHS&lid=LSTCOMHE4ATFWNVHXHSIHS0FO&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_11_241&otracker=browse&fm=organic&iid=en_BvDX11pLHaC9c7k-4ibxdpGVfbkG84cMyMF8eQVQDFmDBAjx1q-SF0gO-b1lWjGhQ71Y6DzfE2Py1YOKCzM1GPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=e0c9081pfk0000001764345703372,64990,4.4,128,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/a/g/p/-original-imahgwkqughzkwt3.jpeg?q=70,"Samsung Galaxy Book4 Edge Series Copilot AI-PC Full Metal Chasis Qualcomm Snapdragon X - (16 GB/512 GB.... powered by Qualcomm Snapdragon X. 16GB LPDDR5X RAM. 512.0GB SSD. 15.6"" HD display. weighs 1.55kg. running Windows 11 Home.",Samsung,Sapphire Blue,Thin and Light Laptop,Qualcomm,Snapdragon X,16,LPDDR5X,Qualcomm,Adreno,FALSE,512,SSD,15.6,HD,FALSE,1.55,,Windows 11 Home,FALSE,FALSE,TRUE,TRUE,TRUE
laptop,"ASUS Vivobook 15 (2025) with Office 2024 + M365 Basic*, Intel Core i3 13th Gen 1315U - (8 GB/512 GB SS...",https://www.flipkart.com/asus-vivobook-15-2025-office-2024-m365-basic-intel-core-i3-13th-gen-1315u-8-gb-512-gb-ssd-windows-11-home-x1504va-nj3700ws-thin-light-laptop/p/itmf31c79724a398?pid=COMHCQ5ECZZV6THK&lid=LSTCOMHCQ5ECZZV6THKTW8YMF&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_11_242&otracker=browse&fm=organic&iid=en_BvDX11pLHaC9c7k-4ibxdpGVfbkG84cMyMF8eQVQDFksPX1yE9xncSDn1d9D4iTsVLCGCpnr56tU-0Batk7usvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=e0c9081pfk0000001764345703372,34990,4.3,163,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/b/l/v/-original-imahgfdffszmurd7.jpeg?q=70,"ASUS Vivobook 15 (2025) with Office 2024 + M365 Basic*, Intel Core i3 13th Gen 1315U - (8 GB/512 GB SS.... powered by Intel Core i3. 8GB DDR4 RAM. 512.0GB SSD. 15.6"" Full HD display. weighs 1.7kg. running Windows 11 Home.",ASUS,Terra Cotta,Thin and Light Laptop,Intel,Core i3,8,DDR4,Intel,Integrated Graphics,FALSE,512,SSD,15.6,Full HD,FALSE,1.7,,Windows 11 Home,FALSE,FALSE,FALSE,TRUE,TRUE
laptop,DELL 15 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 3520 Thin and Light Laptop,https://www.flipkart.com/dell-15-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-3520-thin-light-laptop/p/itmf0fc8e8bdc072?pid=COMH2F22XWP7DQFM&lid=LSTCOMH2F22XWP7DQFMJYD9JY&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_11_243&otracker=browse&fm=organic&iid=b768ff4b-fea1-4a21-b9cb-90334bbc70bb.COMH2F22XWP7DQFM.SEARCH&ppt=None&ppn=None&ssid=e0c9081pfk0000001764345703372,35299,4.2,69,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/8/q/s/-original-imahg5fxg5bungkq.jpeg?q=70,"DELL 15 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 3520 Thin and Light Laptop. powered by Intel Core i3. 8GB DDR4 RAM. 512.0GB SSD. 15.6"" HD display. weighs 1.69kg. running Windows 11 Home.",DELL,Carbon Black,Thin and Light Laptop,Intel,Core i3,8,DDR4,Intel,Integrated Graphics,FALSE,512,SSD,15.6,HD,FALSE,1.69,,Windows 11 Home,FALSE,FALSE,FALSE,TRUE,TRUE
laptop,HP 15 (2025) Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Home) 15 Thin and Light Lapto...,https://www.flipkart.com/hp-15-2025-intel-core-i3-13th-gen-1315u-16-gb-512-gb-ssd-windows-11-home-thin-light-laptop/p/itm1c46e5a33b36d?pid=COMHCPKRGTA5Z7H2&lid=LSTCOMHCPKRGTA5Z7H22DCAXH&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_11_244&otracker=browse&fm=organic&iid=b768ff4b-fea1-4a21-b9cb-90334bbc70bb.COMHCPKRGTA5Z7H2.SEARCH&ppt=None&ppn=None&ssid=e0c9081pfk0000001764345703372,36900,4,5,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/4/s/v/15-thin-and-light-laptop-hp-original-imahcpkrcmf773zb.jpeg?q=70,"HP 15 (2025) Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Home) 15 Thin and Light Lapto.... powered by Intel Core i3. 16GB DDR4 RAM. 512.0GB SSD. 15.6"" HD display. weighs 1.5kg. running Windows 11 Home.",HP,Grey Ash,Thin and Light Laptop,Intel,Core i3,16,DDR4,Intel,Integrated Graphics,FALSE,512,SSD,15.6,HD,FALSE,1.5,,Windows 11 Home,FALSE,FALSE,TRUE,TRUE,TRUE
laptop,Lenovo IdeaPad Slim 3 Next Gen AI PC WUXGA IPS Copilot + PC Qualcomm Snapdragon X - (16 GB/512 GB SSD/...,https://www.flipkart.com/lenovo-ideapad-slim-3-next-gen-ai-pc-wuxga-ips-copilot-qualcomm-snapdragon-x-16-gb-512-gb-ssd-windows-11-home-15q8x10-thin-light-laptop/p/itm097ac7e15511b?pid=COMHDMJYDGBTMJXG&lid=LSTCOMHDMJYDGBTMJXG112MJM&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_11_245&otracker=browse&fm=organic&iid=en_BvDX11pLHaC9c7k-4ibxdpGVfbkG84cMyMF8eQVQDFnjCP5LfjY6fG_5eEzEBZKINwAKNkUyoQ8jObELuPEQTPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=e0c9081pfk0000001764345703372,49990,4.3,27,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/d/z/z/-original-imahgfdfx3hhguyc.jpeg?q=70,"Lenovo IdeaPad Slim 3 Next Gen AI PC WUXGA IPS Copilot + PC Qualcomm Snapdragon X - (16 GB/512 GB SSD/.... powered by Qualcomm Snapdragon X. 16GB LPDDR5X RAM. 512.0GB SSD. 15.3"" IPS display. weighs 1.55kg. running Windows 11 Home.",Lenovo,Luna Grey,Thin and Light Laptop,Qualcomm,Snapdragon X,16,LPDDR5X,Qualcomm,Adreno,FALSE,512,SSD,15.3,IPS,FALSE,1.55,50,Windows 11 Home,FALSE,FALSE,TRUE,TRUE,TRUE
laptop,Lenovo LOQ 2025 AMD Ryzen 7 Octa Core 250 - (24 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeFor...,https://www.flipkart.com/lenovo-loq-2025-amd-ryzen-7-octa-core-250-24-gb-1-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-5050-15ahp10-gaming-laptop/p/itm2c8883c14f978?pid=COMHEWAJNV3FEZQ9&lid=LSTCOMHEWAJNV3FEZQ95PVFHZ&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_11_246&otracker=browse&fm=organic&iid=b768ff4b-fea1-4a21-b9cb-90334bbc70bb.COMHEWAJNV3FEZQ9.SEARCH&ppt=None&ppn=None&ssid=e0c9081pfk0000001764345703372,112990,4.1,3,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/w/n/l/-original-imahfz2n2zhh3dky.jpeg?q=70,"Lenovo LOQ 2025 AMD Ryzen 7 Octa Core 250 - (24 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeFor.... powered by AMD Ryzen 7. 24GB DDR5 RAM. 1024.0GB SSD. NVIDIA RTX 5050 graphics. 15.6"" IPS display. weighs 2.4kg. running Windows 11 Home.",Lenovo,Luna Grey,Gaming Laptop,AMD,Ryzen 7,24,DDR5,NVIDIA,RTX 5050,TRUE,1024,SSD,15.6,IPS,FALSE,2.4,60,Windows 11 Home,TRUE,TRUE,TRUE,TRUE,FALSE
laptop,Acer Aspire 3 Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) A324-53 Thin and Light ...,https://www.flipkart.com/acer-aspire-3-intel-core-i3-13th-gen-1305u-8-gb-512-gb-ssd-windows-11-home-a324-53-thin-light-laptop/p/itma6a6812aa712e?pid=COMH4B6CGTPNVJW9&lid=LSTCOMH4B6CGTPNVJW9JOF4ZC&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_11_247&otracker=browse&fm=organic&iid=en_BvDX11pLHaC9c7k-4ibxdpGVfbkG84cMyMF8eQVQDFnQunkHmAr7gw0Cs4xued3ep5iBsv_cHJc2xbWysDCSOfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=e0c9081pfk0000001764345703372,30990,4.3,233,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/r/p/w/-original-imahg5fxzmyzbkv8.jpeg?q=70,"Acer Aspire 3 Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) A324-53 Thin and Light .... powered by Intel Core i3. 8GB DDR4 RAM. 512.0GB SSD. 14.0"" HD display. weighs 1.45kg. running Windows 11 Home.",Acer,Steel Gray,Thin and Light Laptop,Intel,Core i3,8,DDR4,Intel,Integrated Graphics,FALSE,512,SSD,14,HD,FALSE,1.45,,Windows 11 Home,FALSE,FALSE,FALSE,TRUE,TRUE
laptop,"ASUS Vivobook 15 (2025) (i5 14th Gen) with MSO 2024 + M365 Basic*, Backlit Keyboard, Intel Core 5 120U...",https://www.flipkart.com/asus-vivobook-15-2025-i5-14th-gen-mso-2024-m365-basic-backlit-keyboard-intel-core-5-120u-16-gb-512-gb-ssd-windows-11-home-x1504vap-nj2862ws-thin-light-laptop/p/itm509f174cc1a04?pid=COMHDG7CFDWVKYMZ&lid=LSTCOMHDG7CFDWVKYMZSDYMWT&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_11_248&otracker=browse&fm=organic&iid=en_BvDX11pLHaC9c7k-4ibxdpGVfbkG84cMyMF8eQVQDFnqXecj1EViAyihnwOBjhx9vIyKrJOOyrWKvQt3koA-iPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=e0c9081pfk0000001764345703372,49990,4.3,79,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/k/u/e/-original-imahcd8gzqjnp2vv.jpeg?q=70,"ASUS Vivobook 15 (2025) (i5 14th Gen) with MSO 2024 + M365 Basic*, Backlit Keyboard, Intel Core 5 120U.... powered by Intel Core 5. 16GB DDR4 RAM. 512.0GB SSD. 15.6"" Full HD display. weighs 1.7kg. running Windows 11 Home.",ASUS,Cool Silver,Thin and Light Laptop,Intel,Core 5,16,DDR4,Intel,Integrated Graphics,FALSE,512,SSD,15.6,Full HD,FALSE,1.7,,Windows 11 Home,FALSE,FALSE,TRUE,TRUE,TRUE
